 Charge State log10(Te (eV)) log10(Electron Density (cm-3)) log10(Coefficient) te intervals          48 ne intervals          26 z           9
           7  0.10000000000000001        13.400000000000000       -29.076120000000000     
           7  0.10000000000000001        13.600000000000000       -29.076120000000000     
           7  0.10000000000000001        13.800000000000001       -29.076120000000000     
           7  0.10000000000000001        14.000000000000000       -29.076120000000000     
           7  0.10000000000000001        14.199999999999999       -29.076120000000000     
           7  0.10000000000000001        14.400000000000000       -29.076120000000000     
           7  0.10000000000000001        14.600000000000000       -29.076120000000000     
           7  0.10000000000000001        14.800000000000001       -29.076120000000000     
           7  0.10000000000000001        15.000000000000000       -29.076120000000000     
           7  0.20000000000000001        10.000000000000000       -28.131810000000002     
           7  0.20000000000000001        10.199999999999999       -28.131810000000002     
           7  0.20000000000000001        10.400000000000000       -28.131810000000002     
           7  0.20000000000000001        10.600000000000000       -28.131810000000002     
           7  0.20000000000000001        10.800000000000001       -28.131810000000002     
           7  0.20000000000000001        11.000000000000000       -28.131810000000002     
           7  0.20000000000000001        11.199999999999999       -28.131810000000002     
           7  0.20000000000000001        11.400000000000000       -28.131810000000002     
           7  0.20000000000000001        11.600000000000000       -28.131810000000002     
           7  0.20000000000000001        11.800000000000001       -28.131810000000002     
           7  0.20000000000000001        12.000000000000000       -28.131810000000002     
           7  0.20000000000000001        12.199999999999999       -28.131810000000002     
           7  0.20000000000000001        12.400000000000000       -28.131810000000002     
           7  0.20000000000000001        12.600000000000000       -28.131810000000002     
           7  0.20000000000000001        12.800000000000001       -28.131810000000002     
           7  0.20000000000000001        13.000000000000000       -28.131810000000002     
           7  0.20000000000000001        13.199999999999999       -28.131810000000002     
           7  0.20000000000000001        13.400000000000000       -28.131810000000002     
           7  0.20000000000000001        13.600000000000000       -28.131810000000002     
           7  0.20000000000000001        13.800000000000001       -28.131810000000002     
           7  0.20000000000000001        14.000000000000000       -28.131810000000002     
           7  0.20000000000000001        14.199999999999999       -28.131810000000002     
